balance_id,company_id,year,month,cash,inventory,accounts_receivable,fixed_assets,accounts_payable,short_term_debt,long_term_debt,equity
3024,5,2025,8,946116,62722,169784,2153008,243495,142631,1031818,4734957
3025,5,2023,11,318131,264214,92346,424599,185383,217651,957642,1289130
3026,4,2025,1,179784,205883,263501,2070481,51540,165843,1658599,4434765
3027,3,2022,10,165064,64078,253776,1568904,115765,97548,397467,4800596
3028,5,2021,7,638138,150326,65849,2338844,218341,99716,1359607,4873836
3029,1,2022,10,466626,99623,378571,902443,218632,174132,690730,927421
3030,3,2021,12,794756,239373,201815,1153058,128254,336231,624812,3110549
3031,4,2024,10,489433,149790,368190,1776642,274830,198269,1818596,4802061
3032,5,2024,6,696950,236794,198936,440872,270106,383327,1548281,3995287
3033,3,2021,7,898147,185294,206766,677397,233228,119452,1312082,1757765
3034,4,2021,3,539988,279006,117553,1602563,253840,270891,1808294,1342488
3035,2,2023,10,362148,107761,305684,2208945,289223,284287,1919105,3724295
3036,2,2023,11,352688,406902,186449,1745012,190540,369622,1035637,3136764
3037,2,2021,4,706587,435623,120613,2085257,195718,284605,1021745,1866000
3038,3,2025,12,420042,50107,285434,1197215,235204,147316,875519,780479
3039,1,2022,7,289927,115270,300141,1175609,155806,67122,1490273,2234627
3040,4,2024,10,865849,495456,152664,612805,121075,120771,1728136,3125129
3041,2,2021,4,366787,220421,143635,2115619,199308,130667,1521221,4514808
3042,1,2025,5,535776,420517,50645,923770,159316,383361,1081808,2257495
3043,3,2023,9,623904,377563,396434,373896,196043,186728,1222559,2188264
3044,1,2021,3,259224,208473,330007,2048398,65332,105854,488161,3458495
3045,2,2021,6,129185,194373,234381,2120455,175564,60741,568371,3661431
3046,2,2024,10,177469,168208,273443,1424560,275238,182005,357836,2194127
3047,4,2021,9,309728,471317,372795,1116339,238820,99625,910042,4730637
3048,5,2025,3,834154,259754,292485,1671441,122919,313899,1543700,1926542
3049,3,2023,6,172800,127674,144785,441297,277233,382588,1945402,3442703
3050,5,2021,6,883150,88607,204196,2612045,285636,79620,1778156,579097
3051,4,2025,1,335599,112175,376474,1545089,189974,347655,1040407,4629020
3052,2,2025,1,681629,283522,390751,2897956,52878,93989,496215,2405906
3053,3,2023,10,360571,484648,374057,400340,155582,127804,1076274,3009900
3054,5,2023,11,751412,59473,398876,1699242,68588,177259,1967148,682253
3055,1,2021,1,660017,168124,359620,2807861,235117,385819,1859110,4819940
3056,4,2024,11,182688,146190,65233,2880503,259104,376854,1556700,4055692
3057,5,2022,2,493992,350990,325834,1483071,170174,209656,1745219,3817735
3058,5,2024,5,324622,407500,241090,2917825,87239,283637,1637581,4289671
3059,5,2021,4,767719,175302,113441,2180336,170486,315157,932825,4407258
3060,4,2023,7,574795,279017,373687,2983504,247688,323639,1204836,3235919
3061,1,2021,8,115885,309559,50138,1290667,221012,119086,1326490,2840087
3062,3,2021,4,975857,395130,98770,2877075,91553,61940,1343314,2577955
3063,4,2024,5,476047,174099,250992,859357,67479,367165,1491446,4732585
3064,5,2022,5,106376,490324,399890,2855081,263378,370158,765026,2223140
3065,4,2024,7,671301,426820,51872,919881,235401,361243,270745,825323
3066,3,2024,8,984946,68701,357448,780884,252049,319542,1574750,4905250
3067,4,2025,6,538296,430270,80793,2619016,208778,287253,805252,2347580
3068,5,2024,5,158963,459676,103163,2462645,213555,68519,378321,2730290
3069,3,2023,8,865853,91124,251948,2116706,101656,221619,890503,3453392
3070,5,2022,11,938947,409569,217901,2333222,297295,61561,1059981,2392797
3071,2,2021,2,724982,374386,130669,1560187,290980,124224,1695033,2088131
3072,5,2024,3,454658,103108,230127,1171862,175667,171424,769780,3670326
3073,5,2024,8,340674,335593,90775,553531,83766,354871,1798269,2254093
3074,1,2023,4,541411,290530,367055,1409389,104349,374829,574101,4915368
3075,3,2022,9,730054,113631,399764,2298107,288397,61828,491570,3365279
3076,3,2022,6,819272,101620,121374,924564,53047,228806,1944748,3367458
3077,2,2025,9,953225,88270,291980,2261941,114605,325228,325732,3956144
3078,1,2025,5,233500,473781,349330,2991865,136359,247713,712401,947994
3079,5,2022,12,979111,484130,166190,2686960,216231,277522,1447352,1455684
3080,5,2025,3,790959,209177,150575,1792701,80743,247771,1718874,1143437
3081,2,2023,9,762781,81153,229019,1718330,126541,102538,545051,1756171
3082,1,2024,6,527361,499337,315909,2021352,206464,151006,1055762,1796278
3083,3,2021,10,243861,130760,265691,1906138,154343,314013,1515054,2048553
3084,2,2023,1,211683,378644,365871,852341,285054,164899,1047930,1369913
3085,1,2022,5,544994,130031,358098,1641656,171883,149933,1416036,2473021
3086,5,2021,1,742043,231640,339151,2634646,79732,161642,725515,2975087
3087,5,2022,7,372548,189683,296091,1783190,281120,112838,688193,4208126
3088,1,2023,11,345321,412390,346026,1311961,270178,308220,1812916,1616080
3089,3,2024,10,708560,487741,228606,1279905,176371,309902,615316,1468166
3090,5,2024,7,987665,401323,81696,1010070,244003,384583,560404,844207
3091,4,2022,7,554378,425051,262396,1800458,250081,75100,201469,2836690
3092,3,2025,5,712379,158647,199245,1008801,63855,296877,1458140,3952024
3093,5,2022,6,194190,174462,182615,2705277,137128,340650,810068,4173444
3094,5,2023,8,531307,480696,157651,562871,134009,164356,951861,3102978
3095,2,2025,9,571448,254724,223405,1708818,245553,337156,976903,2704629
3096,5,2021,3,685026,264932,178192,1080779,297393,139122,1248250,3121699
3097,4,2021,8,645264,391308,275410,1133291,72093,199321,1613947,4854228
3098,2,2021,9,356052,184534,276723,1396845,185447,95941,441311,3110963
3099,1,2025,1,906017,130844,373543,2192738,232763,156955,858954,2626835
3100,3,2021,1,223187,69469,74377,2053098,299281,214330,1026454,1772279
3101,1,2024,7,978560,131502,66329,1272036,229739,395155,879965,565748
3102,4,2024,4,535113,433772,87297,1954796,160049,326393,1581359,4539051
3103,1,2022,5,688939,164488,148612,2575641,203858,205519,1175952,4693302
3104,5,2025,12,343848,97782,169769,593807,203140,287700,1232978,1424675
3105,3,2022,3,942498,162751,301947,345873,237504,247246,1800057,1654780
3106,3,2024,8,343024,174745,159310,1250959,82107,325566,1074934,4392000
3107,4,2022,5,620114,354421,57943,859597,283083,313113,499228,2393348
3108,4,2022,3,712924,279543,204450,620116,286471,68684,384241,3449323
3109,1,2021,5,493240,277109,71134,1972200,57619,240982,1882459,3379472
3110,2,2023,7,832317,488476,378227,845275,77739,117994,735845,1537920
3111,3,2022,11,495121,260028,338483,1577259,122437,111717,567833,2569031
3112,3,2021,6,162589,123979,168960,745854,143824,359719,594211,4333213
3113,5,2023,10,329019,327362,171944,2619846,94342,136419,1762042,819671
3114,4,2022,4,472346,458414,264859,2575792,146041,234844,1216766,3714178
3115,4,2025,4,414663,80526,205719,1263774,166818,135067,313059,4559853
3116,4,2023,9,684578,72301,169026,660707,202946,85357,642147,4896584
3117,2,2025,7,103987,217273,388198,1911956,88852,116142,1481581,4011327
3118,3,2021,5,190871,373530,254223,1085884,248443,211417,1041664,2339698
3119,1,2025,7,785681,454030,356479,2352471,250398,240133,1955844,1050171
3120,1,2023,3,331918,222061,312743,2666359,122585,206094,454849,4412706
3121,3,2025,1,626620,371613,107854,1025706,197354,347913,812881,2070409
3122,5,2025,3,970857,117721,193446,726275,155503,331249,1589306,1650358
3123,2,2025,12,104270,372279,197653,845354,219231,260938,1743045,991415
3124,5,2023,7,338245,496997,391134,1413245,284861,298087,990075,2191763
3125,3,2023,6,739880,246585,112055,2841131,165586,379566,1255203,4387961
3126,5,2024,7,386376,183010,182873,575644,97200,383437,1947081,1041151
3127,3,2025,6,842578,356334,298103,624513,190429,286613,1343749,3341161
3128,5,2021,10,268374,235928,229889,1803334,295897,184191,996613,862050
3129,1,2022,2,229327,316322,174035,1115052,261103,166989,351906,2949697
3130,1,2022,11,272114,85448,216773,1280096,66203,251982,1001951,1651476
3131,4,2024,5,506935,82504,188679,1756415,278827,270203,1392874,2046175
3132,3,2023,5,966927,191539,140189,2786017,260064,176275,980412,3793986
3133,1,2025,12,826282,440674,278566,1760925,196276,390180,1827064,2092397
3134,3,2024,4,224016,422035,226262,441190,50356,313969,1850222,4332959
3135,2,2022,7,299156,278158,257934,2743986,125853,90142,1774067,2030459
3136,4,2024,10,282868,313612,188607,2486447,165087,87137,1170924,1407092
3137,1,2021,9,869099,275733,320851,1643070,67685,248873,920504,568884
3138,5,2024,1,904391,274043,187048,2577887,51044,275996,1094881,1288357
3139,5,2022,12,745977,483908,137249,2460584,107115,120833,354641,1021773
3140,4,2025,12,485312,488780,157615,1922951,55326,155409,245352,3632029
3141,2,2025,4,740481,203087,139788,557939,128904,341506,633262,3914843
3142,2,2022,9,551003,162617,287720,411792,55450,67736,277739,4475389
3143,3,2024,12,543303,71225,352633,1911176,55803,103917,553998,4013644
3144,3,2025,11,578762,95961,203216,2262034,54760,238092,1777686,778806
3145,1,2024,11,202375,250928,169430,1063276,84733,150565,1660115,1236896
3146,2,2021,9,845617,98701,377995,2654457,273751,103437,1348898,1124395
3147,3,2024,6,263776,314478,70388,1464535,86802,96166,1450194,3051057
3148,1,2021,8,658216,454170,399993,1445562,179389,189877,1220043,1809072
3149,2,2022,4,511777,461778,101732,2060503,241189,278269,1949634,1321832
3150,3,2021,4,592448,445526,104416,1603427,170684,358227,946267,3832191
3151,1,2023,12,464222,345699,187889,1181470,160621,53857,1418327,2115668
3152,2,2021,9,886344,146609,170364,1865287,233733,329397,1049442,3121017
3153,2,2025,7,555559,367644,209991,2839912,209016,359613,1732638,1303471
3154,1,2021,4,635015,300529,100705,2842780,236845,322564,1928359,4970591
3155,1,2021,9,477631,182938,107300,913381,220487,123136,498056,1462052
3156,3,2022,6,320919,171059,392749,2520502,167612,57099,316991,2889901
3157,1,2021,2,621203,343056,70644,374962,246734,59042,1030289,651843
3158,4,2023,1,942612,493559,90421,2561612,287754,59029,1123564,531810
3159,4,2021,2,950915,77602,67237,463892,151112,292383,401208,3475744
3160,5,2023,7,848968,388264,221144,1695060,66824,330098,526734,1738550
3161,1,2023,4,584834,303610,71505,2281874,299731,353973,1844730,4469503
3162,5,2023,10,114020,74860,66013,668081,57688,346472,1462130,3188930
3163,4,2023,1,850886,242696,373761,828529,296345,328617,893619,1712455
3164,1,2023,9,130136,268021,238163,2044684,207251,65824,1787185,4995047
3165,4,2023,8,371674,386890,68432,1043256,95424,366782,1183787,682807
3166,3,2023,10,234460,108431,212336,2651653,273230,243900,1723017,2555157
3167,3,2024,2,404598,484579,207200,953034,294833,313173,1229018,3536721
3168,1,2023,8,716119,330117,391060,1882481,183974,398692,642559,2803522
3169,2,2023,3,380978,259726,376413,712906,113044,218180,701181,3044876
3170,2,2025,8,518255,334780,256752,353711,92439,337000,603352,524032
3171,5,2025,5,941689,247344,267416,2203548,76322,136649,1055000,1377908
3172,4,2025,5,985578,74162,349800,2507217,192130,351822,1807915,4923338
3173,2,2025,1,770994,414400,149314,2881470,181240,337326,996307,1137204
3174,2,2024,10,848442,385058,170149,2668355,120351,56139,1847743,613657
3175,2,2025,5,288987,209122,176723,385950,198014,205724,474088,2743934
3176,1,2022,11,831852,381132,237666,2893861,184163,379406,1732004,2733561
3177,1,2021,3,346241,377361,369694,527320,51246,202087,1814493,2482608
3178,1,2025,3,314084,237437,256602,2339909,97231,83288,930769,2875783
3179,5,2021,6,238487,206248,326806,2753336,98108,307827,921283,4945625
3180,3,2021,5,638799,428729,165638,1497310,143766,260199,1764549,2398211
3181,2,2024,7,146583,296613,173216,1749776,255094,105410,1006215,944334
3182,2,2023,7,652404,448995,244645,2863484,118282,260378,1659546,4399822
3183,1,2022,10,205164,295187,350656,2396521,157176,377315,857377,4690633
3184,4,2023,8,635603,445004,125079,867496,218820,243765,680602,4507261
3185,3,2022,5,857965,416487,309699,1119642,202611,102041,627780,1381417
3186,1,2024,3,305687,489480,154686,717878,126802,349795,1415447,2069001
3187,4,2022,4,290289,315030,166109,2627562,114838,397310,1826394,4180647
3188,1,2025,9,720943,72536,312577,1002268,196334,393023,1794624,539493
3189,2,2022,5,297051,237930,322029,2097292,283069,367367,1631394,547933
3190,5,2025,8,135227,481947,340631,1341526,265426,370914,1152920,1121482
3191,2,2021,12,910967,400151,393156,1846138,222765,139539,1705040,3547349
3192,3,2022,5,277557,87192,384542,2115386,73631,126198,1969955,1223842
3193,5,2021,2,895079,245760,259512,2459486,240645,66237,729599,2213402
3194,3,2021,7,905587,166111,210534,1884449,181452,62489,833953,958375
3195,5,2024,7,923259,114951,156214,1942742,136005,192541,1470360,588931
3196,4,2023,4,403630,471206,200485,441815,128229,340727,791631,2275206
3197,3,2024,2,354885,258672,125353,2963941,164802,255123,350691,917691
3198,1,2021,11,490493,154978,301101,1239408,283981,284758,1219464,3232588
3199,5,2024,5,940998,295299,81110,2702778,299159,154401,618726,1268364
3200,5,2024,10,322647,403762,86772,667683,57526,255025,1418411,1686964
3201,5,2023,9,349275,344497,97638,1594139,54799,157019,1015444,629928
3202,3,2024,7,470962,234613,240863,1699550,130354,182327,632768,1601313
3203,5,2022,6,389824,81123,356528,1264168,134541,80705,1808307,3861232
3204,1,2023,8,365226,106670,94796,2402285,253695,162893,765108,3986944
3205,5,2022,11,248939,86236,81444,1941819,206107,326416,856160,1574780
3206,5,2021,1,629155,497461,310356,2280233,76064,387970,1951705,1655681
3207,5,2023,5,521158,352249,99207,927176,298899,375366,1766838,4777610
3208,4,2022,12,838564,165190,117394,1367440,234823,109196,1210423,2463309
3209,4,2025,9,645716,213822,82287,1193294,107313,195632,574976,1346339
3210,3,2021,11,390998,158887,272464,1778193,207180,161989,658654,3000508
3211,4,2023,3,946284,363348,182014,879115,201565,159683,1266902,2085882
3212,5,2021,11,459828,260439,220292,2931339,162250,182799,1902908,1554452
3213,4,2022,4,727046,465055,98434,1395467,130028,393061,1964374,4031416
3214,5,2024,8,810397,127971,276270,915229,76215,117497,849584,3643558
3215,4,2023,6,153679,212982,116856,1518094,278218,126641,1930008,3094274
3216,3,2024,10,511322,133287,238974,2805720,209412,232062,1038525,992385
3217,1,2024,6,920840,242543,312134,962190,60597,346218,583498,2342475
3218,3,2022,5,557372,227220,377723,1465107,68077,148389,852036,2191284
3219,4,2024,1,664882,201292,197257,1079127,291919,351235,1260319,1943390
3220,3,2022,7,799979,146209,170472,2609258,246120,217929,891849,4351129
3221,4,2025,6,237382,448394,108288,2048741,128414,66302,574971,2726255
3222,3,2023,9,946497,434901,81761,1463392,89502,391195,1576395,3982451
3223,4,2021,10,340799,470545,295946,350690,83544,359408,1533342,3823488
3224,3,2023,8,575343,182290,382688,2963530,93853,361864,1369073,1778516
3225,5,2023,11,209839,385013,277398,1305327,222744,396642,1659121,1558327
3226,2,2023,1,939154,171665,206640,755477,214881,263988,1478721,1990678
3227,2,2021,1,604485,212495,231222,2355525,60715,229939,1573404,2268145
3228,1,2025,10,124777,213734,316962,2686123,188166,273405,866528,3063489
3229,1,2025,11,519427,161061,140999,1299762,261021,374525,1450987,4818923
3230,4,2024,1,308927,239306,374008,1009723,269265,247952,701650,4522212
3231,2,2022,8,636728,374234,253337,1402295,255837,243297,1283833,1364962
3232,5,2024,12,500894,473060,278033,916896,268369,238899,1915396,3563150
3233,1,2022,2,505524,269923,199301,1056096,120998,142926,1642328,4709581
3234,1,2022,5,943215,314783,258270,2423446,112467,365271,1628809,2803068
3235,3,2022,6,305822,424801,76293,926560,54628,225867,1510162,3837275
3236,4,2022,2,232415,192347,177905,2411113,69111,272303,1595215,3152341
3237,1,2021,10,661728,289371,132115,2780282,186988,159410,256348,4775724
3238,1,2024,12,803011,261693,380101,1121121,258564,103744,1600894,710615
3239,4,2022,11,897744,363322,234626,1438574,181414,111668,275677,1665762
3240,3,2021,4,553414,392612,240200,879835,90168,175555,887910,2168904
3241,3,2024,11,763273,338842,152758,1146218,101057,81860,965311,4253638
3242,3,2024,2,194441,331019,249502,404192,93975,63972,1188423,3768947
3243,5,2024,5,236601,179802,272417,1282390,237297,170587,1381417,4955684
3244,1,2024,10,704688,315677,66415,1853525,221490,209665,556398,2801479
3245,5,2022,8,814040,331389,344166,2627787,87589,73935,1487199,986070
3246,1,2021,8,433909,309103,327308,1479401,97694,67840,1361444,4947589
3247,5,2023,7,982785,220325,296645,2200740,136307,393300,1284543,733074
3248,5,2022,2,582733,192091,76199,1904004,53767,291749,1953322,2526187
3249,5,2024,5,592437,373509,256668,1612904,234795,246435,1898350,3296875
3250,3,2024,1,102614,69879,373724,725393,121681,372203,1203777,1617482
3251,1,2024,4,965735,240667,121036,696140,250864,100340,1398756,903864
3252,5,2025,1,268972,495962,233720,2255125,66318,101628,1386694,2565877
3253,4,2021,2,978924,400291,191569,884517,160475,285386,286072,3331056
3254,1,2021,12,418322,124271,274887,662376,256275,75177,1816319,3889455
3255,4,2023,4,404149,268957,77335,1828952,185481,297594,1131910,2043269
3256,5,2025,12,758862,183058,106786,1838995,115780,79750,1490699,4411367
3257,4,2022,11,734474,186045,294385,2720276,265484,282644,462137,2194304
3258,1,2025,4,226981,410805,348460,996618,292114,133287,1287427,2932299
3259,1,2021,10,442639,177505,386200,1837073,169284,153941,1391958,1311240
3260,4,2022,4,998955,318627,230134,1558648,132927,339445,645255,3271341
3261,1,2022,11,136774,62462,114716,1153398,145137,206208,529101,3535059
3262,5,2022,11,797388,493954,370000,2699810,94316,84545,1092270,1924708
3263,1,2022,7,272480,244972,125192,1041746,105203,307030,1851759,4753566
3264,3,2024,6,747568,53940,344817,1054810,74406,105977,1519620,4979900
3265,3,2021,3,584072,51768,120663,2269184,277449,183695,1075404,4293865
3266,2,2025,6,912143,111966,225123,1816865,187920,257748,1114916,2673650
3267,3,2022,11,186071,166436,303181,2484057,166900,279846,1921311,2101502
3268,3,2022,12,888532,425653,152811,305509,72496,195897,420157,1766022
3269,4,2024,9,380010,444406,178587,339558,259668,381907,605267,2023422
3270,1,2024,7,456569,95193,61019,2142479,285486,396901,1081163,1835350
3271,1,2024,9,183329,309210,134700,1238846,230930,315416,1564690,4996895
3272,2,2022,5,729712,179661,308084,1745749,110097,264393,252133,1849692
3273,5,2025,5,634719,282537,322101,2348001,256727,267522,1299621,852247
3274,5,2025,3,232517,238632,289250,2887276,75854,323644,990549,4239004
3275,1,2022,5,273054,75155,357102,759091,162631,254562,721715,650354
3276,3,2022,7,116526,372352,293618,408945,136045,372248,1361981,1690763
3277,3,2023,1,924035,51896,67241,982041,299427,305919,1442868,3460745
3278,4,2021,11,303966,430660,170665,2222618,285713,134205,1383760,2201434
3279,4,2023,1,273204,468187,311208,877792,113001,143316,1055354,4139583
3280,3,2023,10,616971,153562,259213,1121227,114032,106419,236202,3753334
3281,1,2024,2,742253,328870,370869,392485,296659,330699,1485425,4610797
3282,4,2023,2,918103,149791,302502,2680072,116817,99228,626227,3369614
3283,4,2024,2,735820,312303,104544,1134185,90236,59865,776845,2426702
3284,1,2025,1,300523,401579,61269,2923643,260763,150727,895160,4272853
3285,1,2021,6,149461,486510,397943,1879427,111809,146382,294974,2940702
3286,2,2021,3,766820,102509,221438,841561,122107,208881,514443,2115947
3287,1,2023,4,844125,464462,393246,2518611,151373,205891,990229,3565759
3288,3,2024,2,584191,472918,53331,2797616,86127,345300,1422628,4115758
3289,3,2023,8,329345,189062,89261,2340567,80647,132697,1673084,2938267
3290,3,2023,7,965615,272769,136818,1052855,106191,112563,546451,4055565
3291,4,2025,12,726168,492587,315244,1532429,161693,271266,727880,3691311
3292,5,2023,11,998987,272054,320226,2992608,100176,55426,1184248,3785554
3293,3,2024,12,887301,204703,259319,1726108,246058,250854,853657,3941499
3294,3,2025,12,811061,215841,180275,2629475,135866,370690,1679169,2950075
3295,5,2022,6,355391,265241,368413,2567447,203562,186888,1972852,4325483
3296,3,2021,7,580615,437610,272066,2077454,148835,63683,357948,3852091
3297,1,2021,8,325606,203740,349718,2008489,277337,129518,1668828,3703641
3298,4,2024,12,361166,60962,207848,1681801,216757,106270,1723665,4296061
3299,3,2021,7,654434,222529,155932,2297720,71939,318614,1377972,4418084
3300,4,2021,1,184103,411984,173049,2855409,217217,125973,1905107,3342093
3301,4,2021,7,695192,490286,168669,1807802,76476,51316,1836984,3231434
3302,5,2021,12,941902,151329,324070,2071455,211294,397970,1538458,3409274
3303,2,2023,6,539895,348199,234671,597088,254139,282241,1765540,4989969
3304,1,2021,11,958805,181009,68239,2250273,227100,262055,560686,3576736
3305,5,2022,11,198708,360169,162651,1323246,154620,93614,1537946,1229479
3306,3,2022,4,399877,180681,124360,312469,211263,354314,1248199,2149282
3307,3,2022,12,745678,257361,167126,1598529,197423,126271,1039322,3306352
3308,1,2022,6,925051,487713,279857,2501388,261153,278264,658786,3916118
3309,4,2024,8,419032,348806,197787,506666,67178,359637,682804,3092855
3310,5,2022,5,369272,181780,292616,2339334,281887,174130,861337,4973108
3311,5,2025,12,298540,284337,340995,1030191,91039,268573,1742363,3980230
3312,1,2021,10,746069,198968,272547,2349903,105224,233739,533626,2430324
3313,3,2025,4,920679,67390,232535,2711460,141800,155758,1642664,2548672
3314,5,2025,12,935310,416889,172137,1079362,292669,235220,722958,1453069
3315,3,2022,6,430684,168686,267693,1698232,240502,275703,1622641,871107
3316,1,2021,3,937813,64392,302323,2495011,283944,149542,592509,4253884
3317,1,2025,12,962466,124747,234474,1899797,177132,130111,1841651,3245800
3318,4,2023,1,638135,97082,335787,1666059,101838,111531,1697466,1045463
3319,5,2023,8,349712,395859,122070,2352673,294945,203273,1854178,3392019
3320,4,2021,2,302140,379366,353336,583610,164521,194063,1993818,1488578
3321,2,2024,10,227124,85321,378729,1873130,118444,217133,1484421,4206503
3322,1,2025,10,225486,295028,187164,2715661,75487,112197,1374216,2701487
3323,3,2025,5,166997,472752,120061,2534016,195170,83139,1052772,1262535
3324,2,2025,9,335644,237885,346136,2739867,106496,355581,416729,2902853
3325,5,2023,1,623988,135154,97956,906807,279885,109528,1591510,4863589
3326,4,2021,7,734428,107898,357806,724317,111651,69063,648391,1245746
3327,2,2025,7,718736,370063,144523,1027012,240731,225860,1208067,4971581
3328,4,2021,3,733098,194090,194337,2036119,217742,282493,1884176,822469
3329,4,2025,9,251665,417913,295424,1725981,174863,379157,958145,1694052
3330,4,2022,7,856252,134425,311166,1666136,77415,180867,1972817,2146296
3331,5,2021,11,319928,172680,242484,2987349,212719,366891,204973,2873158
3332,3,2022,10,784639,349980,213300,2585633,264576,271566,710085,968969
3333,2,2025,5,948502,300750,71122,2812491,232435,250558,761629,4478105
3334,2,2023,9,794253,394689,361072,1710453,180173,311764,1164106,2515736
3335,1,2022,9,610642,320377,348528,2965741,168067,385099,892332,4730596
3336,3,2025,7,528951,326532,83915,778935,207989,282435,1632932,3553131
3337,1,2023,9,507016,442988,303657,2907978,221534,384319,491007,3003351
3338,3,2025,12,615806,86074,262265,1886892,147047,291446,1490682,2597230
3339,3,2025,11,471163,371758,95692,527437,143955,223126,543013,4395893
3340,2,2021,2,985085,59889,372951,479872,260036,115729,1761992,779523
3341,2,2025,5,325040,372871,295614,554886,179456,398677,1418092,2762455
3342,1,2024,7,567372,223173,312284,1933834,212792,302663,1769346,2519131
3343,2,2022,4,256435,184942,92145,2960876,257286,324213,638752,3155782
3344,5,2024,11,416556,122543,174118,800698,123523,131991,1400245,503947
3345,4,2021,4,951626,265731,191567,2674865,81883,376840,622923,1074595
3346,1,2021,8,875697,237378,382366,2915252,91482,291719,681551,1372035
3347,1,2025,2,975342,254801,251207,2617867,288960,110891,935161,3511326
3348,1,2024,3,306652,168607,67621,2336509,171387,386842,554906,4148470
3349,5,2024,6,807006,464434,348334,550071,207969,204114,834604,4541822
3350,3,2025,1,349832,473666,390590,2716164,184400,75649,883264,1719083
3351,5,2024,11,469546,300153,291358,1899848,143841,227644,564601,3060889
3352,1,2024,6,203339,411426,364055,1030437,216159,248993,1631748,4860469
3353,5,2023,5,906702,264864,344306,1203955,233582,86453,816413,4070510
3354,4,2025,5,823683,276929,129748,377298,177043,88964,236775,1793498
3355,4,2021,9,954715,385395,298228,2045410,248479,311372,1844100,3998369
3356,2,2024,8,970829,354855,228344,1539087,188143,195289,1900737,4069541
3357,3,2023,9,968481,179213,108547,1922940,229946,119721,1984775,2968493
3358,3,2022,5,791852,446331,299701,2520688,263074,124056,1069854,1816066
3359,3,2024,9,175831,290280,295973,1902355,184640,254021,1166760,3311954
3360,1,2025,11,645433,373055,119666,1226353,149406,145467,1892589,1788524
3361,2,2021,8,720625,432396,72618,426716,179487,172201,266077,2200211
3362,2,2024,1,614672,434032,301177,2680433,138362,182465,358093,1917969
3363,4,2021,6,533148,202119,224366,1824118,81396,182831,1102411,4173308
3364,5,2022,6,448568,303991,245774,2952345,61364,213286,1359120,3889007
3365,1,2021,4,869228,351231,107004,2148073,128961,57617,1529118,860938
3366,2,2025,4,148094,141045,110397,1746866,78350,238280,1508628,4141116
3367,3,2025,6,678819,150032,240486,1280322,218413,66154,372587,756147
3368,5,2025,1,758051,54393,275722,1807366,133712,162675,615705,981689
3369,1,2024,5,227291,384225,182052,2010053,84069,233839,259726,4783502
3370,3,2024,1,275738,457740,153181,1447594,181015,95651,1539655,4766668
3371,4,2021,11,588533,207647,67868,2352199,246862,243397,597496,2206994
3372,2,2022,4,787825,438601,201115,702643,57238,374482,952254,508411
3373,4,2022,4,148847,460967,55172,2669376,98778,293383,703494,1916084
3374,1,2021,3,822469,269738,378645,376355,224053,350798,1672708,4439216
3375,4,2021,12,784458,428188,283104,2505762,226590,388332,1143561,4462590
3376,3,2022,12,536445,147867,99373,1781643,253952,212657,1881245,1831993
3377,3,2023,6,274645,262124,213829,1576898,128376,394958,965589,1195033
3378,2,2024,9,816833,346584,356861,1734996,229415,207219,1730075,1160697
3379,3,2025,11,760974,302585,283393,2469703,109369,96666,802847,1801988
3380,5,2024,11,759311,273651,52245,1765067,130710,219354,1540395,2623843
3381,1,2023,12,612077,67342,154287,761568,264911,73833,1161590,2055451
3382,5,2023,5,213940,80863,339401,2592573,127374,222604,645743,1629768
3383,2,2022,3,712271,329207,360299,2672494,100423,239880,1760151,1823553
3384,1,2025,11,400940,192575,142586,2952634,119292,141544,1385049,1060125
3385,1,2022,2,150420,471660,126765,1518766,151396,84515,1332735,3168768
3386,4,2023,1,996245,451584,324366,2540404,244799,75876,769232,2752605
3387,2,2023,8,328439,228971,72240,1493661,91450,325989,1352273,4477474
3388,1,2021,12,484484,285277,181046,1350710,150165,239801,792812,4251240
3389,3,2024,10,816582,345781,120121,876295,209385,95447,646867,3109939
3390,1,2025,6,246700,117662,178324,499172,74886,125309,418035,1626662
3391,4,2025,4,113951,253808,393652,1952087,283401,231822,709969,1795582
3392,1,2024,11,324498,128398,121231,1563884,288183,384807,335105,2194393
3393,4,2024,8,169713,74691,128980,695295,131726,258602,1807074,1375698
3394,2,2025,5,947063,136144,342721,2478156,50595,230035,548398,1156341
3395,1,2025,7,528090,159813,360172,2992391,190698,339060,1610782,4415641
3396,2,2022,8,761786,142589,107858,2261129,122778,315025,1996567,4294221
3397,1,2023,9,300138,459439,108466,1869152,230660,111831,1008600,1098960
3398,3,2023,7,258195,64770,71531,1643460,95917,60225,1741231,1234334
3399,2,2025,7,205535,463615,82571,2396688,252080,221963,1690568,4890843
3400,5,2021,7,100487,399131,186680,2379280,249689,299525,1309689,3154425
3401,4,2023,10,103838,50282,198656,1086957,57158,317225,1132178,3780803
3402,1,2025,4,925964,69458,172348,484676,220961,260502,244530,3605279
3403,3,2024,5,881371,319694,283879,1563944,204879,359136,1826443,1355858
3404,5,2022,8,713017,176537,82307,2167480,277206,110966,748828,1257286
3405,1,2023,10,661417,479440,232237,963956,58686,258427,754933,2753423
3406,4,2021,4,633369,306158,52524,456895,175383,121900,1603073,3732258
3407,5,2025,6,136243,388694,217527,2938642,83719,50793,369868,1510435
